player_uid,role,sample_size_text,data_completeness_score,match_confidence,positive_driver_1,positive_driver_2,negative_driver_1,negative_driver_2,warning_text
h_1000050349,hitters,62 plate events / 6 BBE,25.80645161290323,0.95,Impact score 91.7,P90 EV wood-adj 102.4,Whiff rate 27.6%,Chase rate 18.8%,One-season-only warning: no prior season trend context available.
h_703481,hitters,26 plate events / 4 BBE,30.769230769230774,0.95,Impact score 97.9,P90 EV wood-adj 105.5,Whiff rate 41.7%,Chase rate 22.2%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000196683,hitters,40 plate events / 4 BBE,20,0.95,Impact score 96.5,P90 EV wood-adj 104.1,Whiff rate 35.7%,Chase rate 14.8%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000189716,hitters,25 plate events / 3 BBE,24,0.95,Impact score 69.6,P90 EV wood-adj 107.2,Whiff rate 0%,Chase rate 6.2%,Data completeness warning: review missing critical fields before trusting the board score.
h_814159,hitters,26 plate events / 7 BBE,34.61538461538461,0.95,Impact score 73.6,P90 EV wood-adj 100.7,Whiff rate 9.1%,Chase rate 14.3%,Data completeness warning: review missing critical fields before trusting the board score.
h_828758,hitters,28 plate events / 6 BBE,32.14285714285714,0.95,Impact score 75.6,P90 EV wood-adj 99.5,Whiff rate 0%,Chase rate 21.1%,One-season-only warning: no prior season trend context available.
h_1000301843,hitters,27 plate events / 6 BBE,40.74074074074075,0.95,Impact score 69.2,P90 EV wood-adj 109.2,Whiff rate 8.3%,Chase rate 8.3%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000099788,hitters,50 plate events / 12 BBE,36,0.95,Impact score 86.1,P90 EV wood-adj 101.8,Whiff rate 20%,Chase rate 30.4%,One-season-only warning: no prior season trend context available.
h_815546,hitters,48 plate events / 11 BBE,35.41666666666666,0.95,Impact score 86.3,P90 EV wood-adj 100.8,Whiff rate 23.1%,Chase rate 36%,Data completeness warning: review missing critical fields before trusting the board score.
h_804993,hitters,58 plate events / 10 BBE,32.758620689655174,0.95,Impact score 81.3,P90 EV wood-adj 99.7,Whiff rate 17.9%,Chase rate 26.9%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000254922,hitters,45 plate events / 8 BBE,33.33333333333334,0.95,Impact score 96.7,P90 EV wood-adj 106.4,Whiff rate 28.6%,Chase rate 42.3%,Data completeness warning: review missing critical fields before trusting the board score.
h_814065,hitters,54 plate events / 5 BBE,18.51851851851852,0.95,Impact score 98.8,P90 EV wood-adj 106.5,Whiff rate 40%,Chase rate 20%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000298853,hitters,28 plate events / 6 BBE,32.14285714285714,0.95,Impact score 93.6,P90 EV wood-adj 104.5,Whiff rate 33.3%,Chase rate 20%,One-season-only warning: no prior season trend context available.
h_824748,hitters,39 plate events / 9 BBE,33.33333333333334,0.95,Impact score 65.8,P90 EV wood-adj 103.5,Whiff rate 0%,Chase rate 13%,Data completeness warning: review missing critical fields before trusting the board score.
h_820831,hitters,50 plate events / 9 BBE,28,0.95,Impact score 82.3,P90 EV wood-adj 100.7,Whiff rate 19%,Chase rate 23.1%,Data completeness warning: review missing critical fields before trusting the board score.
h_832288,hitters,25 plate events / 6 BBE,43.99999999999999,0.95,Impact score 79.9,P90 EV wood-adj 99.9,Whiff rate 7.7%,Chase rate 33.3%,One-season-only warning: no prior season trend context available.
h_832285,hitters,26 plate events / 4 BBE,23.076923076923066,0.95,Impact score 94.4,P90 EV wood-adj 103.1,Whiff rate 28.6%,Chase rate 23.1%,One-season-only warning: no prior season trend context available.
h_804941,hitters,42 plate events / 7 BBE,30.95238095238095,0.95,Impact score 69.6,P90 EV wood-adj 109.3,Whiff rate 16.7%,Chase rate 8.7%,Data completeness warning: review missing critical fields before trusting the board score.
h_833392,hitters,53 plate events / 5 BBE,18.867924528301884,0.95,Impact score 96.6,P90 EV wood-adj 104.2,Whiff rate 38.9%,Chase rate 11.1%,One-season-only warning: no prior season trend context available.
h_1000097666,hitters,39 plate events / 8 BBE,25.641025641025635,0.95,Impact score 67.5,P90 EV wood-adj 104.4,Whiff rate 0%,Chase rate 7.7%,Data completeness warning: review missing critical fields before trusting the board score.
h_830919,hitters,32 plate events / 6 BBE,25,0.95,Impact score 99,P90 EV wood-adj 107.2,Whiff rate 31.2%,Chase rate 33.3%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000116135,hitters,40 plate events / 9 BBE,30,0.95,Impact score 67.5,P90 EV wood-adj 110.5,Whiff rate 12.5%,Chase rate 13%,Data completeness warning: review missing critical fields before trusting the board score.
h_822154,hitters,36 plate events / 7 BBE,33.33333333333334,0.95,Impact score 81.6,P90 EV wood-adj 99.7,Whiff rate 18.8%,Chase rate 26.7%,Data completeness warning: review missing critical fields before trusting the board score.
h_830239,hitters,74 plate events / 8 BBE,16.21621621621621,0.95,Impact score 95.9,P90 EV wood-adj 103.9,Whiff rate 30.8%,Chase rate 21.7%,One-season-only warning: no prior season trend context available.
h_825840,hitters,34 plate events / 5 BBE,32.35294117647058,0.95,Impact score 67.9,P90 EV wood-adj 104.8,Whiff rate 15.4%,Chase rate 11.1%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000101441,hitters,39 plate events / 7 BBE,35.8974358974359,0.95,Impact score 69.6,P90 EV wood-adj 108.5,Whiff rate 11.1%,Chase rate 10.5%,One-season-only warning: no prior season trend context available.
h_821507,hitters,35 plate events / 10 BBE,37.142857142857146,0.95,Impact score 73.7,P90 EV wood-adj 99.5,Whiff rate 6.2%,Chase rate 23.8%,Data completeness warning: review missing critical fields before trusting the board score.
h_815547,hitters,28 plate events / 4 BBE,17.85714285714286,0.95,Impact score 69.2,P90 EV wood-adj 106.3,Whiff rate 10%,Chase rate 0%,Data completeness warning: review missing critical fields before trusting the board score.
h_801469,hitters,30 plate events / 5 BBE,20,0.95,Impact score 97.1,P90 EV wood-adj 105.1,Whiff rate 50%,Chase rate 18.8%,Data completeness warning: review missing critical fields before trusting the board score.
h_703555,hitters,76 plate events / 17 BBE,34.210526315789465,0.95,Impact score 80.8,P90 EV wood-adj 100.3,Whiff rate 20%,Chase rate 25%,Data completeness warning: review missing critical fields before trusting the board score.
h_838122,hitters,29 plate events / 5 BBE,17.241379310344826,0.95,Impact score 96.8,P90 EV wood-adj 104.3,Whiff rate 44.4%,Chase rate 6.7%,One-season-only warning: no prior season trend context available.
h_1000196095,hitters,61 plate events / 9 BBE,22.950819672131146,0.95,Impact score 99,P90 EV wood-adj 109.7,Whiff rate 32%,Chase rate 28.6%,One-season-only warning: no prior season trend context available.
h_805343,hitters,61 plate events / 10 BBE,16.393442622950815,0.95,Impact score 97.7,P90 EV wood-adj 105.2,Whiff rate 45.5%,Chase rate 20.5%,Data completeness warning: review missing critical fields before trusting the board score.
h_10151180,hitters,46 plate events / 8 BBE,32.60869565217391,0.95,Impact score 68.7,P90 EV wood-adj 112.3,Whiff rate 15.8%,Chase rate 17.2%,Data completeness warning: review missing critical fields before trusting the board score.
h_814822,hitters,50 plate events / 9 BBE,30,0.95,Impact score 66.8,P90 EV wood-adj 104.7,Whiff rate 10%,Chase rate 17.9%,Data completeness warning: review missing critical fields before trusting the board score.
h_833378,hitters,42 plate events / 7 BBE,33.33333333333334,0.95,Impact score 69.6,P90 EV wood-adj 108.1,Whiff rate 6.7%,Chase rate 17.4%,One-season-only warning: no prior season trend context available.
h_1000077151,hitters,43 plate events / 6 BBE,20.930232558139537,0.95,Impact score 96.9,P90 EV wood-adj 104.4,Whiff rate 41.2%,Chase rate 20%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000227393,hitters,34 plate events / 10 BBE,38.23529411764706,0.95,Impact score 91.9,P90 EV wood-adj 102.3,Whiff rate 30%,Chase rate 42.1%,Data completeness warning: review missing critical fields before trusting the board score.
h_10031135,hitters,35 plate events / 5 BBE,17.14285714285714,0.95,Impact score 93.3,P90 EV wood-adj 102.9,Whiff rate 33.3%,Chase rate 14.8%,One-season-only warning: no prior season trend context available.
h_1000069131,hitters,36 plate events / 9 BBE,36.111111111111114,0.95,Impact score 89.7,P90 EV wood-adj 101.7,Whiff rate 25%,Chase rate 31.2%,One-season-only warning: no prior season trend context available.
h_1000121040,hitters,45 plate events / 12 BBE,35.55555555555556,0.95,Impact score 69.3,P90 EV wood-adj 106.4,Whiff rate 9.1%,Chase rate 20%,One-season-only warning: no prior season trend context available.
h_813479,hitters,58 plate events / 12 BBE,27.58620689655173,0.95,Impact score 83,P90 EV wood-adj 101,Whiff rate 19.2%,Chase rate 29.3%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000365379,hitters,65 plate events / 12 BBE,26.153846153846146,0.95,Impact score 87,P90 EV wood-adj 101,Whiff rate 20.6%,Chase rate 42.9%,Data completeness warning: review missing critical fields before trusting the board score.
h_832104,hitters,43 plate events / 9 BBE,30.232558139534888,0.95,Impact score 68.9,P90 EV wood-adj 105.9,Whiff rate 18.2%,Chase rate 5.9%,Data completeness warning: review missing critical fields before trusting the board score.
h_809501,hitters,35 plate events / 7 BBE,31.42857142857143,0.95,Impact score 91.4,P90 EV wood-adj 103.6,Whiff rate 25%,Chase rate 36.4%,One-season-only warning: no prior season trend context available.
h_1000174804,hitters,35 plate events / 9 BBE,37.142857142857146,0.95,Impact score 94.2,P90 EV wood-adj 103.6,Whiff rate 28.6%,Chase rate 38.9%,One-season-only warning: no prior season trend context available.
h_810923,hitters,26 plate events / 7 BBE,34.61538461538461,0.95,Impact score 91.6,P90 EV wood-adj 102.2,Whiff rate 26.7%,Chase rate 43.8%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000222236,hitters,30 plate events / 9 BBE,30,0.95,Impact score 80,P90 EV wood-adj 99.7,Whiff rate 15.4%,Chase rate 29.4%,One-season-only warning: no prior season trend context available.
h_10035643,hitters,40 plate events / 6 BBE,25,0.95,Impact score 69.6,P90 EV wood-adj 108.5,Whiff rate 11.8%,Chase rate 5.6%,Data completeness warning: review missing critical fields before trusting the board score.
h_825097,hitters,36 plate events / 13 BBE,41.666666666666664,0.95,Impact score 83.1,P90 EV wood-adj 100.3,Whiff rate 19%,Chase rate 38.5%,Data completeness warning: review missing critical fields before trusting the board score.
h_821930,hitters,44 plate events / 8 BBE,25,0.95,Impact score 68.6,P90 EV wood-adj 105.9,Whiff rate 7.1%,Chase rate 10.7%,Data completeness warning: review missing critical fields before trusting the board score.
h_822310,hitters,37 plate events / 7 BBE,27.02702702702703,0.95,Impact score 69,P90 EV wood-adj 107,Whiff rate 8.3%,Chase rate 8.7%,One-season-only warning: no prior season trend context available.
h_1000115951,hitters,30 plate events / 5 BBE,30,0.95,Impact score 69.6,P90 EV wood-adj 110.5,Whiff rate 14.3%,Chase rate 16.7%,Data completeness warning: review missing critical fields before trusting the board score.
h_830889,hitters,41 plate events / 9 BBE,29.268292682926827,0.95,Impact score 65.5,P90 EV wood-adj 103.4,Whiff rate 0%,Chase rate 20%,Data completeness warning: review missing critical fields before trusting the board score.
h_821938,hitters,31 plate events / 5 BBE,25.80645161290323,0.95,Impact score 69.6,P90 EV wood-adj 108,Whiff rate 16.7%,Chase rate 17.6%,Data completeness warning: review missing critical fields before trusting the board score.
h_812185,hitters,34 plate events / 13 BBE,55.88235294117647,0.95,Impact score 69.6,P90 EV wood-adj 109.6,Whiff rate 4.8%,Chase rate 33.3%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000362084,hitters,58 plate events / 8 BBE,22.41379310344827,0.95,Impact score 77.5,P90 EV wood-adj 100.1,Whiff rate 19%,Chase rate 19.4%,Data completeness warning: review missing critical fields before trusting the board score.
h_702537,hitters,31 plate events / 6 BBE,38.70967741935484,0.95,Impact score 76.9,P90 EV wood-adj 99.4,Whiff rate 13.3%,Chase rate 29.4%,One-season-only warning: no prior season trend context available.
h_806507,hitters,26 plate events / 3 BBE,38.46153846153846,0.95,Impact score 67,P90 EV wood-adj 104.1,Whiff rate 8.3%,Chase rate 20%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000359452,hitters,37 plate events / 8 BBE,32.432432432432435,0.95,Impact score 69.6,P90 EV wood-adj 109.4,Whiff rate 18.8%,Chase rate 20%,Data completeness warning: review missing critical fields before trusting the board score.
h_809452,hitters,47 plate events / 7 BBE,27.659574468085097,0.95,Impact score 67,P90 EV wood-adj 104.1,Whiff rate 16.7%,Chase rate 10.7%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000093282,hitters,58 plate events / 13 BBE,34.48275862068965,0.95,Impact score 67.5,P90 EV wood-adj 104.8,Whiff rate 11.5%,Chase rate 18.8%,One-season-only warning: no prior season trend context available.
h_1000076901,hitters,33 plate events / 9 BBE,30.303030303030297,0.95,Impact score 69.2,P90 EV wood-adj 112.4,Whiff rate 14.3%,Chase rate 25%,Data completeness warning: review missing critical fields before trusting the board score.
h_701636,hitters,53 plate events / 17 BBE,37.735849056603776,0.95,Impact score 75.3,P90 EV wood-adj 101.4,Whiff rate 8.3%,Chase rate 34.5%,Data completeness warning: review missing critical fields before trusting the board score.
h_695732,hitters,32 plate events / 8 BBE,31.25,0.95,Impact score 68.1,P90 EV wood-adj 105.5,Whiff rate 14.3%,Chase rate 0%,One-season-only warning: no prior season trend context available.
h_1000209100,hitters,26 plate events / 5 BBE,23.076923076923066,0.95,Impact score 67.4,P90 EV wood-adj 104.3,Whiff rate 10%,Chase rate 15.4%,Data completeness warning: review missing critical fields before trusting the board score.
h_805225,hitters,27 plate events / 6 BBE,40.74074074074075,0.95,Impact score 69.6,P90 EV wood-adj 106.9,Whiff rate 7.1%,Chase rate 33.3%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000460341,hitters,44 plate events / 5 BBE,20.454545454545453,0.95,Impact score 92.9,P90 EV wood-adj 102.7,Whiff rate 31.2%,Chase rate 23.1%,One-season-only warning: no prior season trend context available.
h_10074340,hitters,46 plate events / 8 BBE,28.26086956521739,0.95,Impact score 64.2,P90 EV wood-adj 105.6,Whiff rate 11.1%,Chase rate 15.4%,Data completeness warning: review missing critical fields before trusting the board score.
